# Number of items
90
# Stacking height
4
# Number of stacks
54
# Item name, Appearance, and Item weight
# (Appearance: 0 for I^{fix}, 1 for I^1, 2 for I^2)
   001     0    67
   002     0    31
   003     0    39
   004     0    18
   005     0    50
   006     0     8
   007     0     6
   008     0     8
   009     0    75
   010     0    19
   011     0    33
   012     0     5
   013     0    44
   014     0    70
   015     0    35
   016     0    76
   017     0    57
   018     0    67
   019     0    56
   020     0    53
   021     0    89
   022     0    16
   023     0    81
   024     1    20
   025     1    33
   026     1    90
   027     1    60
   028     1    75
   029     1    59
   030     1    45
   031     1    25
   032     1    48
   033     1    81
   034     1    77
   035     1    43
   036     1    59
   037     1    63
   038     1    11
   039     1    45
   040     1    87
   041     1    97
   042     1    58
   043     1    54
   044     1    16
   045     1    81
   046     1    51
   047     1    73
   048     1    87
   049     1    91
   050     1    55
   051     1    82
   052     1    27
   053     1    12
   054     1    36
   055     1    65
   056     1    32
   057     1    56
   058     1    39
   059     1    62
   060     1    41
   061     1    51
   062     1     5
   063     2    46
   064     2    92
   065     2    15
   066     2    83
   067     2    23
   068     2    25
   069     2    64
   070     2    23
   071     2    59
   072     2    87
   073     2    73
   074     2    18
   075     2    37
   076     2     5
   077     2    20
   078     2    39
   079     2    22
   080     2    21
   081     2    77
   082     2    61
   083     2    73
   084     2    19
   085     2    41
   086     2    24
   087     2    68
   088     2    29
   089     2    50
   090     2    97
# Positions of Ifix-items in the format (itemName, stack, level)
   001     4     1
   002     3     2
   003     9     1
   004     1     2
   005     3     1
   006     5     1
   007     2     2
   008     5     2
   009     1     1
   010    16     1
   011    15     1
   012     4     2
   013    10     1
   014    11     1
   015     2     1
   016    17     1
   017     6     1
   018     8     1
   019     6     2
   020     7     1
   021    14     1
   022    13     1
   023    12     1
