# Number of items
90
# Stacking height
4
# Number of stacks
54
# Item name, Appearance, and Item weight
# (Appearance: 0 for I^{fix}, 1 for I^1, 2 for I^2)
   001     0    24
   002     0    44
   003     0    14
   004     0    93
   005     0    70
   006     0    81
   007     0    63
   008     0    13
   009     0    36
   010     0    44
   011     0    58
   012     0    35
   013     0    89
   014     0    19
   015     0    61
   016     0    34
   017     0    83
   018     0    35
   019     0    47
   020     0    11
   021     0    73
   022     0    16
   023     0    36
   024     0    10
   025     0    14
   026     0    24
   027     0     6
   028     0    27
   029     0    10
   030     0    50
   031     0    23
   032     0    17
   033     0    29
   034     0    37
   035     0     6
   036     0    96
   037     0    61
   038     0    70
   039     0    48
   040     0    26
   041     1    55
   042     1    30
   043     1    67
   044     1    61
   045     1    73
   046     1     5
   047     1    81
   048     1    42
   049     1    90
   050     1    96
   051     1    83
   052     1   100
   053     1    39
   054     1    96
   055     1    77
   056     1    59
   057     1    67
   058     1    36
   059     1    26
   060     1    66
   061     1    27
   062     1    42
   063     1    83
   064     1    73
   065     1    71
   066     1    27
   067     1    87
   068     1    18
   069     1     6
   070     1    73
   071     1    37
   072     1    32
   073     1    21
   074     1    74
   075     1    13
   076     1    91
   077     1    95
   078     1    76
   079     1    32
   080     1    81
   081     2     5
   082     2    57
   083     2    17
   084     2    71
   085     2    29
   086     2    31
   087     2    82
   088     2    41
   089     2    41
   090     2    68
# Positions of Ifix-items in the format (itemName, stack, level)
   001     2     1
   002     6     2
   003     3     1
   004     6     1
   005     5     1
   006    15     1
   007    16     1
   008    13     1
   009     8     1
   010    10     1
   011    22     1
   012    20     1
   013    14     1
   014    26     1
   015    12     1
   016     1     2
   017    19     1
   018    30     1
   019    23     1
   020     7     2
   021    29     1
   022    28     1
   023    10     2
   024     2     2
   025     3     2
   026     7     1
   027     4     2
   028    11     1
   029     8     2
   030     9     1
   031    17     1
   032    24     1
   033    18     1
   034     1     1
   035     4     1
   036    21     1
   037    27     1
   038    25     1
   039     5     2
   040     9     2
