# Number of items
60
# Stacking height
6
# Number of stacks
36
# Item name, Appearance, and Item weight
# (Appearance: 0 for I^{fix}, 1 for I^1, 2 for I^2)
   001     0    55
   002     0    50
   003     0    29
   004     0    22
   005     0    29
   006     0    79
   007     0     8
   008     0    48
   009     0    83
   010     0    55
   011     0    48
   012     0    38
   013     0    14
   014     0     6
   015     0    12
   016     0    59
   017     0     7
   018     0    41
   019     0    51
   020     0    43
   021     0     6
   022     1    46
   023     1    13
   024     1    53
   025     1    27
   026     1    60
   027     1    68
   028     1     6
   029     1    40
   030     1    52
   031     1    23
   032     1    82
   033     1     8
   034     1    56
   035     1    23
   036     1    72
   037     1    93
   038     1    49
   039     1    92
   040     1    28
   041     1    42
   042     1   100
   043     1    82
   044     1    46
   045     2    60
   046     2    55
   047     2    24
   048     2    54
   049     2    73
   050     2    22
   051     2    34
   052     2    27
   053     2    71
   054     2    10
   055     2    41
   056     2    17
   057     2    95
   058     2    78
   059     2    21
   060     2    27
# Positions of Ifix-items in the format (itemName, stack, level)
   001     6     1
   002     6     2
   003     2     2
   004     2     3
   005     2     1
   006     4     1
   007     1     3
   008     4     3
   009     7     1
   010     3     1
   011     4     2
   012     3     4
   013     1     1
   014     1     5
   015     1     2
   016     5     1
   017     2     4
   018     3     3
   019     5     2
   020     3     2
   021     1     4
