# Number of items
60
# Stacking height
5
# Number of stacks
36
# Item name, Appearance, and Item weight
# (Appearance: 0 for I^{fix}, 1 for I^1, 2 for I^2)
   001     0    21
   002     0    24
   003     0    26
   004     0     5
   005     0    42
   006     0    82
   007     0     5
   008     0    66
   009     0    48
   010     0    33
   011     0    15
   012     0    78
   013     0    30
   014     0     5
   015     0    17
   016     1    29
   017     1    26
   018     1    41
   019     1    48
   020     1    59
   021     1    47
   022     1    59
   023     1    61
   024     1    28
   025     1    39
   026     1    31
   027     1    43
   028     1    34
   029     1    95
   030     1    39
   031     1    85
   032     1    20
   033     1    14
   034     1    97
   035     1     9
   036     1    72
   037     1    24
   038     1    79
   039     1    57
   040     1    73
   041     2    94
   042     2    55
   043     2    67
   044     2    55
   045     2    41
   046     2    82
   047     2    25
   048     2    90
   049     2    38
   050     2     6
   051     2    60
   052     2    17
   053     2    93
   054     2    68
   055     2    76
   056     2    54
   057     2    36
   058     2    91
   059     2    87
   060     2    95
# Positions of Ifix-items in the format (itemName, stack, level)
   001     3     2
   002     7     1
   003     5     2
   004     1     3
   005     4     2
   006     2     1
   007     1     2
   008     4     1
   009     3     1
   010     2     2
   011     6     1
   012     5     1
   013     2     3
   014     1     1
   015     3     3
