# Number of items
90
# Stacking height
5
# Number of stacks
54
# Item name, Appearance, and Item weight
# (Appearance: 0 for I^{fix}, 1 for I^1, 2 for I^2)
   001     0    31
   002     0     5
   003     0    51
   004     0    41
   005     0    42
   006     0     6
   007     0    59
   008     0    57
   009     0    74
   010     0    86
   011     0    14
   012     0    39
   013     0    57
   014     0    69
   015     0    73
   016     0    92
   017     0    58
   018     0    41
   019     0     5
   020     0    24
   021     0    58
   022     0    20
   023     0    82
   024     0    48
   025     0    19
   026     0    18
   027     0    24
   028     1    75
   029     1    20
   030     1    48
   031     1    56
   032     1    39
   033     1    89
   034     1    80
   035     1    37
   036     1    83
   037     1    18
   038     1    38
   039     1    90
   040     1    68
   041     1    39
   042     1    71
   043     1    18
   044     1    40
   045     1    22
   046     1    71
   047     1     5
   048     1    49
   049     1     9
   050     1    84
   051     1    61
   052     1    96
   053     1     8
   054     1    73
   055     1    66
   056     1    95
   057     1    93
   058     1    85
   059     1    27
   060     1    53
   061     1    51
   062     1    63
   063     1    74
   064     1    87
   065     2    20
   066     2    61
   067     2    99
   068     2    76
   069     2    82
   070     2     8
   071     2    82
   072     2    10
   073     2    79
   074     2    66
   075     2    67
   076     2    76
   077     2    33
   078     2    61
   079     2    60
   080     2    96
   081     2   100
   082     2    78
   083     2    47
   084     2    43
   085     2    78
   086     2    36
   087     2    40
   088     2     9
   089     2    84
   090     2    46
# Positions of Ifix-items in the format (itemName, stack, level)
   001     6     2
   002     7     2
   003     5     1
   004     4     2
   005     4     1
   006     9     1
   007     2     3
   008     8     1
   009     2     2
   010     2     1
   011     4     3
   012    10     2
   013     3     3
   014     3     2
   015     6     1
   016     3     1
   017    13     1
   018     5     2
   019     9     2
   020     1     2
   021     1     1
   022     1     3
   023    10     1
   024    11     1
   025    12     1
   026     7     1
   027     8     2
