# Number of items
30
# Stacking height
3
# Number of stacks
18
# Item name, Appearance, and Item weight
# (Appearance: 0 for I^{fix}, 1 for I^1, 2 for I^2)
   001     0    69
   002     0    45
   003     0    61
   004     0    47
   005     0    43
   006     0    50
   007     0    21
   008     0    75
   009     0    93
   010     0    52
   011     0    34
   012     0    17
   013     0    28
   014     1    37
   015     1    36
   016     1     9
   017     1    57
   018     1   100
   019     1     5
   020     1    39
   021     1    83
   022     1    80
   023     1    10
   024     2    19
   025     2    87
   026     2    65
   027     2    85
   028     2    20
   029     2     8
   030     2    79
# Positions of Ifix-items in the format (itemName, stack, level)
   001     1     1
   002     2     1
   003     5     1
   004     7     1
   005     9     1
   006     6     1
   007     3     1
   008    11     1
   009    12     1
   010     1     2
   011     8     1
   012     4     1
   013    10     1
